nama;harga;lokasi;toko;rating;terjual
LENOVO IDEAPAD SLIM 3i 14 I3 1115G4 8GB 512SSD W10+OHS 14.0FHD - RAM 4GB/256SSD, LAPTOP;Rp5.099.000;Jakarta Utara;ProStoreComputer;4.9;40+ terjual
Lenovo Ideapad Slim 3 14IAH8 Intel Core i5 12450H RAM 8GB 512GB SSD - LAPTOP + BONUS, ABYSS BLUE;Rp8.099.000;Tangerang Selatan;Super Store Laptop;;
Laptop Gaming MSI Modern C12MO i5 1235U 8GB 512GB IRIS XE BLACK;Rp7.999.000;Jakarta Pusat;Evolutionlaptop;;
Laptop Asus ROG STRIX G512LI Core i5-10300H Ram 8 Gb/SSD 512 Gb GTX 1650Ti 4 GB;Rp8.800.000;Surakarta;MG Com;;
Grosir LENOVO LAPTOP GAMING 3-B7ID RYZEN 7-6800H 8GB 512GB RTX3050;Rp11.204.000;Kab. Serang;AYULIANDA MAHIKA;;
"Acer Nitro 5 AN515-55E6 i5-12500H RTX3050 8GB 512GB 15.6"" IPS 144Hz WIN11 OHS21";Rp12.099.000;Semarang;StarComp Semarang;;
MSI THIN 15 B12UCX 1677ID RTX2050 Intel Core i7-12650H 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp11.539.000;Malang;GASOL SUMBERSARI;;
Laptop pelajar lenovo ideapad slim 1 15 ryzen 3 gen 7 ssd 512gb Blue - 8GB/256GB, PAKET STANDAR;Rp4.949.000;Bandung;Eksklusif Komputer;;
Laptop Baru LENOVO IDEAPAD SLIM 1 14 N4020 4GB 25GB SSD 14.0 Win11 Grey - NON ANTIGORES, 128GB;Rp3.599.000;Jakarta Pusat;UPCOM.ID;;
Laptop Notebook Dell Gaming G3 3579 - i7 - 2 TB - 4 - Win - VGA;Rp14.799.000;Surabaya;Technosify;;
LAPTOP DESAIN MURAH !! LENOVO IDEAPAD AMD A9 RAM 8GB/512GB SSD-8GB/1TB - 4GB/500GB;Rp2.600.000;Jakarta Barat;RedStar Electronic;4.6;6 terjual
Gaming Laptop MSI GT75 TITAN 8RF - ORIGINAL - Second/Seken/Bekas;Rp11.500.000;Jakarta Barat;Second Ori Berkualitas;;
LENOVO IdeaPad 3 14ABA7 82RM001WID AMD Ryzen 7 5825U 8GB 512GB W11;Rp8.370.000;Denpasar;Lenovo Authorized Bali;;1 terjual
LENOVO LOQ 15APH9-37ID RTX4050 AMD Ryzen 5 8645HS 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp16.450.000;Malang;GASOL;;
Lenovo Legion Y530 Core i7 Ram 8/512gb Ssd Dual VGA Nvidia Siap Pakai ;Rp9.000.000;Tangerang Selatan;MasterLaptopComputer;;
TERLARIS! LAPTOP GAMING HP 14 INTEL I3 1315U 8GB 512GB 14.0 FHD BL;Rp9.253.750;Jakarta Pusat;Tooruu Store;;
Laptop Gaming Hp Victus 15 Intel Core i5 12450H RAM 8GB 16GB 512GB 1TB;Rp13.378.750;Jakarta Pusat;Tooruu Store;;
Laptop Gaming Msi Modern 14 C12MO INTEL I5 1235U 8GB 512GB 14.0 FHD;Rp7.599.000;Jakarta Selatan;GARUDA LAPTOP.ID;;
Acer Predator Helios Neo PHN16 71 Intel i5 13500HX 8GB 512GB RTX4050;Rp16.199.000;Surabaya;centro computer;;
ACER NITRO V 15 I5 13420H RTX4050 6GB/ 8GB 512GB W11+OHS 15.6FHD 144HZ;Rp14.241.000;Tangerang;OMEGA NOTEBOOK;;
"ASUS TUF Gaming F15 FX507VV4 i9-13900H RTX4060 16GB 512GB 15.6"" OHS";Rp22.899.000;Kab. Sleman;StarComp;;
LAPTOP LENOVO IDEAPAD SLIM 5 15 CORE I5 1235 8GB 512GB SSD 15.6FHD;Rp7.349.000;Medan;Simone Comindo CV;;1 terjual
NOTEBOOK ACER NITRO AN515-58-55E6 I5-12500H 8/512 RTX 3050 WIN 11 15,6;Rp13.625.000;Surabaya;dbclick;;
Laptop Lenovo Ideapad Slim 1 15 Intel Pentium N5030 RAM 4GB Storage 256GB - LAPTOP + BONUS, 128GB;Rp3.799.000;Tangerang Selatan;Super Store Laptop;;
Laptop sekolah Lenovo ideapad slim 1 14 N4020 4gb 256gb silver - 128GB, PAKET STANDAR;Rp3.549.000;Bandung;Eksklusif Komputer;5.0;1 terjual
LAPTOP LENOVO IDEAPAD SLIM 3 i5 13420 8GB 512SSD W11PRO+OHS 15.6FHD - GEN12- 8/512SSD, LAPTOP (W11PRE);Rp7.799.000;Jakarta Utara;ProStoreComputer;4.8;100+ terjual
LENOVO IDEAPAD FLEX 5 14ITL INTEL CORE i5 1135G7 RAM 8GB 512GB SSD FHD - LAPTOP + BONUS, FLEX7 512GB NEW;Rp11.349.000;Tangerang Selatan;NUSANTARA COMPUTER ID;;2 terjual
Terlaris LENOVO IDEAPAD GAMING 3-21ID RYZEN 5-5600H 8GB 512GB RTX3060;Rp12.604.000;Jakarta Barat;baru elektronik77;;
Grosir ASUS TUF GAMING A15 FX506IV RYZEN 7 4800H 8GB 512GB RTX2060;Rp12.324.000;Jakarta Pusat;Tintinko;;
Lenovo LOQ Gaming i5-12450HX 512GB SSD 8GB ARC A530M 144Hz IPS Win11;Rp11.999.000;Tangerang;Lenovo Authorized Tangerang;;
ACER Aspire 7 Gaming A715-76G-53GV 12450H RTX2050 8GB 512GB 15.6 144Hz;Rp10.749.000;Semarang;StarComp Semarang;;
Laptop Lenovo Legion Y520 Cor i7-7700HQ Ram 8Gb/SSD 512Gb GTX1050Ti4Gb;Rp7.300.000;Jakarta Barat;kajoedstore17;;
" Laptop Gaming Asus TUF FX505DY RAM 8GB SSD 512GB Layar 15,6"" Radeon RX 560X 4GB";Rp7.229.000;Surakarta;MINORUU Store;;
ASUS ROG HERO III G531GU I7-9750 8GB SSD512 GTX1660 6GB;Rp19.248.000;Jakarta Utara;LAPTOP-OKe;5.0;1 terjual
ACER NITRO 5 INTEL CORE I5-11400H RAM 8GB SSD 512GB ;Rp8.990.000;Bandung;Ginanalaptop;;
MSI THIN 15 B12UCX 1677ID RTX2050 Intel Core i7-12650H 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp11.539.000;Malang;Galaxy Solusindo;;
"LENOVO GAMING LOQ 15IRH8 i5-12450H 8GB 512GB RTX3050 6GB 15.6"" OHS W11";Rp12.299.000;Jakarta Pusat;Base Com Tech;;
Laptop dell gaming G16 7620 intel core i7 32gb 1tb rtx 3050 ti;Rp14.499.000;Bandung;BELILAPTOP ID;5.0;1 terjual
MSI THIN 15 B13VE 1461ID RTX4050 Intel Core i5-13420H 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp13.899.000;Malang;GASOL;;
Laptop lenovo ideapad slim 1 14 intel n4020 Ram 4gb 512gb Ssd win 11 - LAPTOP+BONUS, 128GB SSD;Rp3.699.000;Jakarta Pusat;Gadget LAPTOP.ID;;
Laptop Baru Lenovo Ideapad Slim 1 Intel N4020 Ram 4GB 512GB SSD Grey - TANPA PAKET, 128GB;Rp3.599.000;Jakarta Pusat;Jaya Laptop. id;;
Lenovo IdeaPad Gaming 3 15ARH7 R7 7735HS 8GB 512GB RTX4050 6GB W11 OHS;Rp15.349.000;Semarang;TSP Tech;;
Lenovo IdeaPad 3 Slim-14IIL05 i5-1035G1/8Gb/512 ssd/VGA MX 330 2GB/W10;Rp10.299.000;Jakarta Pusat;AMP TECH STORE;5.0;2 terjual
ACER NITRO 5 AN515-57-5534 i5 11400H 8GB 512GB RTX 3050Ti WIN + OHS;Rp9.750.000;Semarang;AlGa com;;
LENOVO LOQ Gaming 15 i5 13450HX RTX4050 8/16GB 512GB W11+OHS 15” FHD;Rp15.549.000;Jakarta Utara;LAPTOP SHOP ID;;
Acer Predator Helios Neo 16 PHN16 71 57RC i5 13500HX/8GB/512GB/RTX4050;Rp17.755.000;Medan;SOFTCOM;;
LENOVO IDEAPAD GAMING 3 GeForce RYZEN 5 4600H 8GB 512GBSSD GTX 1650TI;Rp10.999.000;Jakarta Selatan;IT Store Poins;;
Lenovo ideapad Slim 3 AMD Ryzen 7-4700U RAM 8GB SSD 512GB IPS;Rp6.050.000;Bandung;StoryLaptop Bandung;;
LENOVO LEGION 81FW Core i5 gen8 8Cpus  Ram 8Gb / Ssd 512 Gb ;Rp7.650.000;Jakarta Pusat;Dion computer;;
LENOVO IDEAPAD GAMING 3 AMD RYZEN 5 5600 8GB 512SSD GTX 1650 W11+OHS;Rp11.500.000;Surabaya;AB C0MP;5.0;1 terjual
"laptop acer predator nitro 5 AN515-58-55e6 i5-12500h/8GB/512GB/15.6""";Rp12.300.000;Pontianak;multitech-computer;;
Asus Tuf Gaming F15 FX507ZC4 I5 12500H RTX3050 8GB 512GB SSD 144Hz;Rp12.540.000;Jakarta Pusat;GO LAPTOP JAKARTA;;
ASUS ROG STRIX G15 G513RC R7-6800H 8GB 512GB RTX3050 144Hz W11;Rp17.899.000;Semarang;KLA Computer;;
MSI GF63 Thin 11UCX 1603 Laptop Gaming [Core i5-11260H/8GB/512GB;Rp9.200.000;Jakarta Barat;JujuCOM777;;
Acer Predator Helios NEO 16 I5 13450HX RTX4050 6GB/ 8gb 512gb W11+OHS 16.0WQXGA 165HZ SRGB100 4ZRGB 3Y+ADP BLK -71.51TN;Rp16.499.000;Surabaya;Agres ID Surabaya;;
Laptop Gaming HP 245 G9 AMD Ryzen 5 5625U Ram 8GB 16GB 512GB SSD;Rp9.140.000;Jakarta Pusat;Tooruu Store;;
HP Pavilion Gaming 15-dk2068TX 17-11370H 512GB SSD 8Gb GTX1650 W10+OHS;Rp15.499.000;Jakarta Pusat;HPE Indonesia;;
LENOVO LOQ 15APH9-38ID RTX4050 AMD Ryzen 7 8845HS 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp17.963.000;Malang;Galaxy Solusindo;;
Laptop Asus TUF GAMING FX505GT Intel Core i5-9300H 8GB 512GB+HDD 2TB;Rp8.050.000;Bandung;StoryLaptop Bandung;;
"LENOVO IDEAPAD SLIM 1 N4020 8GB 512GB 14"" HD W11 OHS - 8BID";Rp4.570.000;Jakarta Utara;Lenovo Authorized Jakarta Utara;5.0;1 terjual
Acer Nitro Gaming AN515-55 Intel Core i7-10750H 8GB/512GB GTX 1650 Ti;Rp9.299.000;Bandung;backtolaptop BANDUNG;;
Lenovo LOQ 15 Gaming Ryzen 7 8845HS RTX4050 6GB 8GB 512GB W11 -38ID - 8GB;Rp17.249.000;Jakarta Pusat;GO LAPTOP JAKARTA;;
PRJ LENOVO IDEAPAD FLEX 5 14 TOUCH I3 1215 8GB 512SSD W11+OHS ;Rp8.899.000;Jakarta Pusat;LAPTOP GADGET ID;5.0;5 terjual
ACER Nitro V15 ANV15-51-542G Core i5-13420H, 512GB SSD, 8GB RAM, RTX;Rp9.677.000;Palembang;abhi elektronik;;
Laptop Gaming Murah HP 245 G10 AMD Ryzen 3 7320U 8GB 512GB Ssd Windows;Rp8.453.700;Jakarta Pusat;Tooruu Store;;
Acer A7 Gaming A715-76G-53GV/15.6inch FHD/i5-12450H/8GB/512GB/Win11;Rp10.655.000;Jakarta Pusat;Sukses IT;;
LENOVO GAMING LOQ 15 RYZEN 5 7640HS RTX3050 RAM 8GB SSD 512GB 144HZ;Rp13.107.500;Jakarta Pusat;BerkahMart.;;
Asus TUF Gaming F15 FX507ZC4-I535B1M [i5-12500H|RTX3050|8GB|512GB|W11];Rp13.078.000;Semarang;Harrisma Digital;;
Asus ROG G512Li Corei7 Gen 10 Vga GTX1650Ti Ram 8GB Ssd 512Gb mlus;Rp10.000.000;Semarang;Arif_Komputer Laptop Gaming;;
"Murah Lenovo IdeaPad Gaming 3 Ryzen 7 5800H 8GB 512GB RTX 3050 15.6""";Rp10.504.000;Pontianak;mamank01;;
MSI Bravo 15 B7ED 014 Laptop Gaming [Ryzen 5-7535HS/8GB/512GB;Rp9.888.000;Jakarta Barat;JujuCOM777;;
Laptop LENOVO LOQ Gaming Intel Core i5 13450HX 8GB 512GB 3050 W11;Rp15.175.000;Denpasar;QUEEN COMPUTER BALI;;
Lenovo Ideapad 3 14IML05 Core i5-10210U 2GB MX330 8GB SSD 512GB Win10;Rp9.750.000;Jakarta Barat;STAR COMPUTER ELECTRONIC;5.0;1 terjual
MSI THIN 15 B12UCX 1677ID RTX2050 Intel Core i7-12650H 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp11.539.000;Malang;GASOL;;
"LENOVO IDEAPAD SLIM 3 08ID RYZEN 7-7730U 8GB 512GB 14"" FHD WIN 11 OHS";Rp9.399.000;Jakarta Pusat;Getz Computer;;
ASUS ROG STRIX G15 G513IC GARANSI RESMI RAM 8GB SSD 512GB RTX 3050 ;Rp12.800.000;Pontianak;ACS Laptop Pontianak;;
Gaming NoteBook DELL G7 15 7500 - i7 - 512 GB SSD - Win - 16 - nVidia;Rp27.748.000;Surabaya;Technosify;;
LENOVO IDEAPAD SLIM 5 16 TOUCH i7 1355 16GB 512GB W11 16.0FHD IPS - LAPTOP, 16GB 512SSD;Rp10.099.000;Jakarta Utara;ProStoreComputer;5.0;26 terjual
Lenovo IP Gaming 3i 15 IAH7 Laptop - i7 - 512 - 8 - Win 11 - OHS - VGA;Rp19.875.000;Surabaya;Technosify;;
Laptop promo ideapad gaming 3 15 AMD Ryzen 7 RTX4050 ram 64GB Grey - SSD 1TB, PAKET STANDAR;Rp14.899.000;Bandung;Eksklusif Komputer;;
Laptop Notebook Dell Gaming G3 3579 - i7 - 1TB + 128GB - 4 - Win - VGA;Rp16.546.000;Surabaya;Technosify;;
Dell Latitude second Laptop E7240 Intel Core i5 Ram 8GB ssd 128/256GB  - E7240 I5 4TH, 4G 128GB;Rp1.499.000;;;4.6;20 terjual
HP Laptop Second Thinkpad Lenovo Thinkpad X270 i5-7 Bekas - X270 I5 6TH, 8G 256GB;Rp1.899.000;;;5.0;27 terjual
LAPTOP LENOVO T420 CORE SECOND i5 4GB,HDD 320 GB, SDD 120 GB MURAH - X230I I3 3TH, 8G 128GB;Rp1.399.000;;;4.9;250+ terjual
"ACER Nitro V 15 ANV15 51 53WR RTX3050 i5 13420H 8/512GB SSD W11 OHS 15.6"" FHD 144Hz Black - LAPTOP, 8/512GB SSD";Rp12.749.000;Jakarta Utara;Acer Authorized Store Jakarta;;
MSI KATANA 15 B13VGK-1887ID RTX4070 Intel Core i7 13620H 1TB SSD 16GB RAM Gaming Notebook / Laptop;Rp22.669.000;Malang;GASOL;;
LAPTOP DELL GAMING G16 7620 INTEL I7 12700H RTX3060 RAM 32GB DDR5 2TB - GARANSI 3 BULAN, 16GB - 1TB SSD;Rp14.399.000;Jakarta Pusat;Jaya Laptop. id;;
LENOVO LOQ 15APH9-37ID RTX4050 AMD Ryzen 5 8645HS 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp16.450.000;Malang;GASOL;;
Laptop Notebook Dell Gaming G3 3590 - i5 - 512 GB - 8 - Windows - VGA;Rp14.182.000;Surabaya;Technosify;;
Murah LENOVO IDEAPAD GAMING 3-QEID RYZEN 5-5600H 8GB 512GB RTX3050;Rp10.854.000;Jakarta Barat;baru elektronik77;;
MSI GAMING Thin GF63 12UCX-1014 Intel i5-12450H/8GB/512GB SSD/RTX 2050;Rp10.200.000;Banjarmasin;Suka Komputer Banjarmasin;;
Acer Nitro V 15 ANV15-51 i5-13420H RTX2050 512GB 8GB FHD 144Hz W11 OHS;Rp10.790.000;Tangerang;Intel Store Infonet TangcityMall;5.0;1 terjual
ACER Nitro V15 ANV15-51-5115 Core i5-13420H, 512GB SSD, 8GB RAM, RTX;Rp14.035.000;Semarang;DEBBY LOSS;;
LAPTOP LENOVO GAMING 3 15ACH6 7FID-R5 5500H 8GB 512GB RTX™ 2050 4GB;Rp10.299.000;Makassar;ELEXTRAKOM;;
LENOVO LOQ 15APH9-38ID RTX4050 AMD Ryzen 7 8845HS 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp17.963.000;Malang;GASOL;;
Laptop Pelajar Lenovo Ideapad Slim 1 N4020 4GB 256GB SSD Win11 - 4GB 256GB, Unit+Bonus;Rp3.799.000;Bekasi;kliknklik bekasi cyber park;5.0;3 terjual
NOTEBOOK ACER Nitro 5 AN515-46-R8YC R7-6800H 16GB/512GB RTX 3050 WIN11;Rp16.175.000;Surabaya;dbclick;;
Lenovo Ideapad Slim 3 14 i3-1215 8GB 512G W11+OHS 14FHD - Laptop + Instal;Rp6.499.000;Tangerang;Agres ID Tangerang;;1 terjual
Laptop Murah LENOVO IDEAPAD SLIM 1 14 Intel N4020 RAM 4GB 640GB SSD - LAPTOP + BONUS, 128GB;Rp3.649.000;Tangerang Selatan;NUSANTARA COMPUTER ID;;
Acer Nitro V 15 ANV15-51-542G - Intel Core  i5-13420H-8GB-512GB SSD-RTX2050-FHD IPS;Rp11.169.000;Bandung;Angkasa Computer_Bandung;;
LAPTOP SECOND ASUS TUF GAMING A15 | AMD RYZEN 7 | RAM 8GB SSD 512GB;Rp10.250.000;Surakarta;Flatyvus;;
LENOVO LOQ 15APH9-37ID RTX4050 AMD Ryzen 5 8645HS 512GB SSD 8GB RAM Gaming Notebook Laptop;Rp16.450.000;Malang;GASOL SUMBERSARI;;
LENOVO IDEAPAD SLIM 3i 14IAU7 INTEL CORE i3-1215U 8GB 512GB WIN11+OHS;Rp6.671.000;Surabaya;Lenovo Authorized Store Surabaya;5.0;250+ terjual
"LENOVO IDEAPAD FLEX 5i - I5-1135G7 8GB 512GB IRISH XE 14"" FHD W10 OHS";Rp12.799.000;Jakarta Pusat;HOSANA COMPUTER;5.0;18 terjual
"Murah Lenovo IdeaPad Gaming 3 Ryzen 7 5800H 8GB 512GB RTX 3050 15.6""";Rp10.504.000;Denpasar;barkiyahshop;;
Lenovo IdeaPad Slim 5i Intel Core i5 1135G7 8GB 512ssd MX450 W10+OHS -;Rp11.599.000;Jakarta Pusat;BestQuality Com;5.0;6 terjual
Lenovo LOQ Gaming Ryzen 7 8845HS RTX4050 512GB SSD 8GB 144Hz IPS Win11;Rp17.199.000;Jakarta Barat;JakBull;;
ASUS ROG G513QE-R7R5B6T-O Strix RYZEN 7 8GB 512SSD RTX3050Ti BLACK;Rp20.999.000;Semarang;Alhamd Computer;5.0;1 terjual
Laptop Gaming Editing Asus Zenbook UX431DA Amd Ryzen 7 Ram 8/512Gb;Rp7.200.000;Bandung;R-07Store;;
"Lenovo Laptop IdeaPad 5 2-in-1 Core™ 7 150U 16G 512G 14"" OLED W11 OHS";Rp15.099.000;Jakarta Pusat;Protech Computer;;
LAPTOP LENOVO IDEAPAD SLIM 3 14 I5 12450 8GB 512GB W11 OHS 14.0 IPS - RAM 8GB/512SSD, LAPTOP;Rp7.799.000;Jakarta Utara;ProStoreComputer;4.6;50+ terjual
Laptop Slim Lenovo Ideapad Pentium N6000 12GB 512GB SSD 15.6 FHD Win11 - 1 BULAN, 4GB 256GB SSD;Rp3.400.000;Jakarta Pusat;SUHU LAPTOP;;
Laptop Baru Lenovo Ideapad Slim 1 Intel N4020(2Cpus, 2,8Ghz) SSD - 4/128GB;Rp3.400.000;Jakarta Pusat;Laptop Studio;5.0;1 terjual
HP GAMING LAPTOP VICTUS 15-FA0161TX;Rp12.799.000;Jakarta Pusat;RapidKlik;;
Grosir ASUS ROG STRIX G513IH RYZEN 7-4800H 8GB 512GB GTX1650 4G 144Hz;Rp10.644.000;Tegal;Toko Adhi Jayaa;;
ASUS TUF F15 GAMING FX507ZC4-I535B1M-O RTX3050 i5 12500H 8GB 512GB RAM;Rp13.268.000;Malang;Galaxy Solusindo;;
Asus TUF Gaming F15 FX506HF-I725B6T-O Core i7-11800H 8GB 512GB SSD;Rp12.950.000;Pontianak;tcscom;;
Laptop Gaming Hp Victus 15 Ryzen5 7535Hs 16Gb 512Gb Rtx2050 Fhd 144Hz;Rp10.149.000;Jakarta Pusat;Gadget LAPTOP.ID;;
Asus TUF Gaming FX505D| AMD Rayzen 5| 8GB| 512 SSD| NVIDIA GTX1050 3GB;Rp12.700.000;Jakarta Barat;arfa fhoto;5.0;7 terjual
LENOVO IdeaPad Gaming 3 15ACH6 82K2027FID Ryzen 5 5500H 8GB 512GB 2050;Rp10.550.000;Denpasar;Archietech Computer;;
Lenovo Ideapad Gaming 3 R5 5500H RTX2050 4GB 8GB 512GB W11+OHS -7FID;Rp10.449.000;Yogyakarta;Juragan IT Djogja;;
Lenovo Ideapad Gaming 3 15Arh7 Jhid Amd Ryzen 5 7535Hs Win11 8Gb 512Gb;Rp21.599.000;Jakarta Pusat;Almairas Store;;
LENOVO IDEAPAD 5 LIGHT 14ABR8 R7-7730U 8GB 512GB SSD FHD IPS WIN11 OHS;Rp9.699.000;Jakarta Pusat;Vicmic Indonesia;;
Lenovo Ideapad S340, Amd Ryzen 3 - 3200U, Ram 8Gb / 512Gb, Backlight;Rp4.250.000;Jakarta Barat;dr.com komputer;5.0;1 terjual
LAPTOP GAMING LAPTOP SECOND LAPTOP DELL G5 5505 R7-4800H 16GB 512 SSD RX5600 6GB W10 15.6 144Hz;Rp9.000.000;Jakarta Pusat;Karya Citra Computers;;
LAPTOP X360 LENOVO IDEAPAD FLEX 5 14 AMD RYZEN 7 7730U 16GB 1TB 14.0 - TANPA ANTIGORES, 16GB | 512GB ;Rp8.799.000;Jakarta Selatan;GARUDA LAPTOP.ID;;
Laptop Resmi Lenovo Ideapad Slim 3I Core I5 12450H Ram 8GB 1TB Ssd FHD - ARCTIC GREY, 512GB SSD;Rp8.099.000;Jakarta Pusat;Jaya Laptop. id;;
Laptop Lenovo Ideapad Slim 1 14 Intel Celeron N4020 RAM 4GB 256GB SSD - LAPTOP + BONUS, 128GB;Rp3.699.000;Tangerang Selatan;Super Store Laptop;5.0;2 terjual
Lenovo Ideapad Slim 3i 14 Intel i5 1155G7 RAM 8GB 512GB SSD Cloud Grey - LAPTOP + BONUS, 512GB SSD;Rp7.199.000;Tangerang Selatan;Super Store Laptop;;
ASUS TUF GAMING F15 FX506LH-I565B6T i5-10300H 8GB 512GB GTX1650 W10;Rp10.799.000;Medan;MEDANGROSIR 2020;5.0;3 terjual
Acer Nitro 5 AN515-55 Intel Core i7-10750H 8GB SSD 512GB GTX 1650 Ti;Rp9.650.000;Bandung;StoryLaptop Bandung;;
"LENOVO IDEAPAD SLIM 3 - AMD RYZEN 3-4300U SSD 512GB RAM 8GB 14""FHD W10";Rp8.499.000;Jakarta Utara;SuperTech;5.0;18 terjual
"Lenovo Gaming 3 Ryzen 5 5500H 8Gb/512Gb Rtx 2050 4Gb 15.6"" Fhd W11 Ohs";Rp17.237.000;Kab. Sidoarjo;satriamartinez;;
LAPTOP LENOVO IDEAPAD SLIM 3 - RYZEN 7 5700U 8GB 512GB SSD WIN10 + OHS;Rp10.199.000;Jakarta Pusat;HOSANA COMPUTER;;19 terjual
ASUS ROG ZEPHYRUS G14 GA401II Ryzen 7 4800H 8GB 512ssd GTX1650;Rp22.997.000;Jakarta Utara;LAPTOP-OKe;5.0;2 terjual
Lenovo IDEAPAD GAMING 3 15ACH6 7FID | R5 5500H | 8GB| 512GB | RTX2050 ;Rp10.399.000;Kab. Sleman;PEMMZ YOGYA;;
Terlaris Laptop Gaming Acer Nitro 5 AN515 Core i5-11300H 8GB 512GB;Rp9.804.000;Tasikmalaya;cua-1;;
LENOVO GAMING LOQ 15IRH8 I5 12450H RTX3050 RAM 8GB SSD 512GB WIN 11;Rp11.917.500;Jakarta Pusat;BerkahMart.;;
Acer Nitro 5 An515-58 I5-12500H Ram 8Gb / 16Gg Ssd 512Gb Rtx3050 4Gb;Rp19.480.000;Jakarta Barat;Bureka Store;;
ACER NITRO 5 ANV15-51 CORE I5-13420H RAM 8GB SSD 512GB RTX2050;Rp11.130.000;Jakarta Pusat;BerkahMart.;;
LAPTOP GAMING/DESAIN MSI GF63 THIN 11SC CORE I5-11th GTX 1650 8/512GB SECOND LIKENEW;Rp8.500.000;Surakarta;Hardjan Group;;
Asus TUF Gaming FA507NV Ryzen 7 7735HS RTX4060 8GB 16gb 512gb FullHD;Rp18.599.000;Surabaya;Gamer ID Surabaya;;1 terjual
Laptop Gaming HP Victus 15 (i5-12500H, 8GB, NVME 512GB, NVIDIA GTX 1650) Garansi Resmi S/D 2025;Rp7.600.000;Medan;Axis Com Medan;;
Laptop Chuwi COREBOOK X 14 Inch 8GB 512GB SSD i5-8259U Laptop Gaming;Rp10.499.000;Jakarta Pusat;RatnaJuwita82;;
ACER Nitro 5 AN515 58 55E6 Core i5 12500H 8GB 512GB RTX3050 W11 Black;Rp13.499.000;Yogyakarta;Juragan IT Djogja;;
ACER NITRO V15 ANV15 51 542G I5-13420H 8GB 512GB RTX2050 4GB FHD WIN11;Rp8.839.200;Kab. Badung;bawimart;;
Laptop Bekas ACER NITRO 5 AMD Ryzen 5 4600H|GTX 1650 Ti 16GB|512GB;Rp8.650.000;Bandung;AzisMM_Store;;
ASUS ROG STRIX G17 G713IH RYZEN 7 4800H RAM 8GB SSD 512GB GTX 1650 ;Rp10.900.000;Bandung;tekno garage store;;
Lenovo LOQ 15 Gaming RTX4050 6GB Ryzen 7 7840HS 8GB 512GB Win11;Rp13.467.000;Jakarta Pusat;adii22;;
Laptop Asus Tuf Gaming 15 8gb/512gb Intel Core I5-10300H Like New;Rp8.150.000;Kab. Sleman;Yes Rafflescomp;;
Acer PREDATOR Helios NEO 16 \i7 13700HX RTX4050 6GB/ 16gb 512gb Win 11;Rp19.299.000;Surabaya;Laptop ONE ITC SBY;;
TUF GAMING F15 FX506LH Intel Core i5-10300H 8GB/512GB GTX 1650 GEN10;Rp8.450.000;Bandung;StoryLaptop Bandung;;
"LENOVO Ideapad C340 i5 10210u 8GB SSD 512GB 14"" FHD TOUCH VGA W10";Rp11.797.000;Jakarta Utara;OrKa;;1 terjual
ASUS ROG Zephyrus G16 GU603ZU-I745J6G-O CI7-12700H/16GB/512GB/RTX4050;Rp25.799.000;Jakarta Selatan;IT Galeri Poins Square;;
LAPTOP GAMING HP 14 INTEL I3 1315U 8GB 512GB 14.0 FHD BL WIN11HOME;Rp6.099.000;Jakarta Selatan;GARUDA LAPTOP.ID;;
ACER PREDATOR HELIOS NEO 16 INTEL CORE i5 13500HX RAM 8GBS SSD 512GB;Rp15.950.000;Surabaya;TM_STORE8;;
Acer Nitro Gaming AN515-55 Intel Core i7-10750H 8GB/512GB GTX 1650 Ti;Rp9.250.000;Bandung;StoryLaptop Bandung;;
"Lenovo LOQ Gaming 15APH8 9LID AMD Ryzen 5 7640HS Win11 8GB 512GB SSD NVIDIA RTX 3050 6GB 15.6"" FHD IPS 45% NTSC 144Hz Antiglare FreeSync OHS 4-Zone RGB Backlit Laptop 15inch 7000 Series Content Creator 82XT009LID Grey Garansi Resmi Windows Home Office";Rp15.199.000;Jakarta Pusat;InfoMikro;;
Lenovo IdeaPad Slim 5 Light 14ABR8 37ID Ryzen 7 7730U 8GB 512GB W11;Rp9.540.000;Bandung;AMD Authorized Bandung;5.0;1 terjual
Dijual Asus Tuf Gaming A15 Fx506Ih Ryzen 5-4600H 8Gb 512Gb Gtx1650 4Gb;Rp18.019.000;Bandung;AHMAD SHOP 67;;
Lenovo ideapad slim 3 14 Garansi Resmi sisa 5 Bulan/amd ryzen 7 5825U/RAM 8GB/SSD 512GB/FULLSET;Rp6.800.000;Bandung;laptopjagoanbdg;;
"Laptop LENOVO IDEAPAD SLIM 3 14 I3 1215U 8GB 512GB W11+OHS 14.0""FHD";Rp6.099.000;Jakarta Pusat;allkomputer;5.0;1 terjual
Laptop Bekas Acer Nitro 5 Core i5-11400H|RTX 3050 Ram 8GB|512GB SSD;Rp9.500.000;Bandung;AzisMM_Store;;
